subject_id,student_id,assessment_type,marks_obtained,id
SB000060,ST000517,HY,53,MR041945
SB000060,ST000517,FA,93,MR041946
SB000058,ST000518,UT-1,30,MR041947
SB000058,ST000518,UT-2,83,MR041948
SB000058,ST000518,UT-3,67,MR041949
SB000058,ST000518,HY,4,MR041950
SB000058,ST000518,FA,71,MR041951
SB000059,ST000518,UT-1,45,MR041952
SB000059,ST000518,UT-2,28,MR041953
SB000059,ST000518,UT-3,82,MR041954
SB000059,ST000518,HY,31,MR041955
SB000059,ST000518,FA,31,MR041956
SB000060,ST000518,UT-1,64,MR041957
SB000060,ST000518,UT-2,13,MR041958
SB000060,ST000518,UT-3,43,MR041959
SB000060,ST000518,HY,8,MR041960
SB000060,ST000518,FA,71,MR041961
SB000058,ST000519,UT-1,35,MR041962
SB000058,ST000519,UT-2,88,MR041963
SB000058,ST000519,UT-3,44,MR041964
SB000058,ST000519,HY,32,MR041965
SB000058,ST000519,FA,52,MR041966
SB000059,ST000519,UT-1,51,MR041967
SB000059,ST000519,UT-2,71,MR041968
SB000059,ST000519,UT-3,51,MR041969
SB000059,ST000519,HY,67,MR041970
SB000059,ST000519,FA,37,MR041971
SB000060,ST000519,UT-1,23,MR041972
SB000060,ST000519,UT-2,19,MR041973
SB000060,ST000519,UT-3,95,MR041974
SB000060,ST000519,HY,31,MR041975
SB000060,ST000519,FA,58,MR041976
SB000058,ST000520,UT-1,74,MR041977
SB000058,ST000520,UT-2,79,MR041978
SB000058,ST000520,UT-3,80,MR041979
SB000058,ST000520,HY,62,MR041980
SB000058,ST000520,FA,52,MR041981
SB000059,ST000520,UT-1,19,MR041982
SB000059,ST000520,UT-2,37,MR041983
SB000059,ST000520,UT-3,45,MR041984
SB000059,ST000520,HY,41,MR041985
SB000059,ST000520,FA,11,MR041986
SB000060,ST000520,UT-1,30,MR041987
SB000060,ST000520,UT-2,80,MR041988
SB000060,ST000520,UT-3,27,MR041989
SB000060,ST000520,HY,96,MR041990
SB000060,ST000520,FA,47,MR041991
SB000058,ST000521,UT-1,15,MR041992
SB000058,ST000521,UT-2,10,MR041993
SB000058,ST000521,UT-3,85,MR041994
SB000058,ST000521,HY,47,MR041995
SB000058,ST000521,FA,95,MR041996
SB000059,ST000521,UT-1,56,MR041997
SB000059,ST000521,UT-2,46,MR041998
SB000059,ST000521,UT-3,32,MR041999
SB000059,ST000521,HY,95,MR042000
SB000059,ST000521,FA,19,MR042001
SB000060,ST000521,UT-1,14,MR042002
SB000060,ST000521,UT-2,40,MR042003
SB000060,ST000521,UT-3,45,MR042004
SB000060,ST000521,HY,24,MR042005
SB000060,ST000521,FA,4,MR042006
SB000058,ST000522,UT-1,5,MR042007
SB000058,ST000522,UT-2,77,MR042008
SB000058,ST000522,UT-3,75,MR042009
SB000058,ST000522,HY,2,MR042010
SB000058,ST000522,FA,32,MR042011
SB000059,ST000522,UT-1,48,MR042012
SB000059,ST000522,UT-2,64,MR042013
SB000059,ST000522,UT-3,1,MR042014
SB000059,ST000522,HY,51,MR042015
SB000059,ST000522,FA,36,MR042016
SB000060,ST000522,UT-1,10,MR042017
SB000060,ST000522,UT-2,68,MR042018
SB000060,ST000522,UT-3,41,MR042019
SB000060,ST000522,HY,50,MR042020
SB000060,ST000522,FA,42,MR042021
SB000058,ST000523,UT-1,82,MR042022
SB000058,ST000523,UT-2,84,MR042023
SB000058,ST000523,UT-3,22,MR042024
SB000058,ST000523,HY,92,MR042025
SB000058,ST000523,FA,30,MR042026
SB000059,ST000523,UT-1,2,MR042027
SB000059,ST000523,UT-2,55,MR042028
SB000059,ST000523,UT-3,18,MR042029
SB000059,ST000523,HY,3,MR042030
SB000059,ST000523,FA,70,MR042031
SB000060,ST000523,UT-1,96,MR042032
SB000060,ST000523,UT-2,7,MR042033
SB000060,ST000523,UT-3,76,MR042034
SB000060,ST000523,HY,19,MR042035
SB000060,ST000523,FA,92,MR042036
SB000058,ST000524,UT-1,86,MR042037
SB000058,ST000524,UT-2,21,MR042038
SB000058,ST000524,UT-3,24,MR042039
SB000058,ST000524,HY,85,MR042040
SB000058,ST000524,FA,91,MR042041
SB000059,ST000524,UT-1,33,MR042042
SB000059,ST000524,UT-2,72,MR042043
SB000059,ST000524,UT-3,91,MR042044
SB000059,ST000524,HY,83,MR042045
SB000059,ST000524,FA,28,MR042046
SB000060,ST000524,UT-1,96,MR042047
SB000060,ST000524,UT-2,6,MR042048
SB000060,ST000524,UT-3,76,MR042049
SB000060,ST000524,HY,45,MR042050
SB000060,ST000524,FA,0,MR042051
SB000058,ST000525,UT-1,87,MR042052
SB000058,ST000525,UT-2,3,MR042053
SB000058,ST000525,UT-3,85,MR042054
SB000058,ST000525,HY,21,MR042055
SB000058,ST000525,FA,54,MR042056
SB000059,ST000525,UT-1,35,MR042057
SB000059,ST000525,UT-2,80,MR042058
SB000059,ST000525,UT-3,67,MR042059
SB000059,ST000525,HY,91,MR042060
SB000059,ST000525,FA,6,MR042061
SB000060,ST000525,UT-1,60,MR042062
SB000060,ST000525,UT-2,60,MR042063
SB000060,ST000525,UT-3,46,MR042064
SB000060,ST000525,HY,34,MR042065
SB000060,ST000525,FA,8,MR042066
SB000061,ST000526,UT-1,45,MR042067
SB000061,ST000526,UT-2,64,MR042068
SB000061,ST000526,UT-3,73,MR042069
SB000061,ST000526,HY,77,MR042070
SB000061,ST000526,FA,40,MR042071
SB000062,ST000526,UT-1,9,MR042072
SB000062,ST000526,UT-2,68,MR042073
SB000062,ST000526,UT-3,2,MR042074
SB000062,ST000526,HY,29,MR042075
SB000062,ST000526,FA,65,MR042076
SB000063,ST000526,UT-1,5,MR042077
SB000063,ST000526,UT-2,75,MR042078
SB000063,ST000526,UT-3,22,MR042079
SB000063,ST000526,HY,60,MR042080
SB000063,ST000526,FA,73,MR042081
SB000061,ST000527,UT-1,13,MR042082
SB000061,ST000527,UT-2,11,MR042083
SB000061,ST000527,UT-3,42,MR042084
SB000061,ST000527,HY,75,MR042085
SB000061,ST000527,FA,67,MR042086
SB000062,ST000527,UT-1,89,MR042087
SB000062,ST000527,UT-2,76,MR042088
SB000062,ST000527,UT-3,91,MR042089
SB000062,ST000527,HY,74,MR042090
SB000062,ST000527,FA,84,MR042091
SB000063,ST000527,UT-1,75,MR042092
SB000063,ST000527,UT-2,35,MR042093
SB000063,ST000527,UT-3,15,MR042094
SB000063,ST000527,HY,99,MR042095
SB000063,ST000527,FA,0,MR042096
SB000061,ST000528,UT-1,25,MR042097
SB000061,ST000528,UT-2,79,MR042098
SB000061,ST000528,UT-3,98,MR042099
SB000061,ST000528,HY,49,MR042100
SB000061,ST000528,FA,100,MR042101
SB000062,ST000528,UT-1,57,MR042102
SB000062,ST000528,UT-2,7,MR042103
SB000062,ST000528,UT-3,92,MR042104
SB000062,ST000528,HY,53,MR042105
SB000062,ST000528,FA,58,MR042106
SB000063,ST000528,UT-1,6,MR042107
SB000063,ST000528,UT-2,96,MR042108
SB000063,ST000528,UT-3,61,MR042109
SB000063,ST000528,HY,51,MR042110
SB000063,ST000528,FA,19,MR042111
SB000061,ST000529,UT-1,58,MR042112
SB000061,ST000529,UT-2,22,MR042113
SB000061,ST000529,UT-3,13,MR042114
SB000061,ST000529,HY,59,MR042115
SB000061,ST000529,FA,13,MR042116
SB000062,ST000529,UT-1,27,MR042117
SB000062,ST000529,UT-2,29,MR042118
SB000062,ST000529,UT-3,56,MR042119
SB000062,ST000529,HY,3,MR042120
SB000062,ST000529,FA,90,MR042121
SB000063,ST000529,UT-1,64,MR042122
SB000063,ST000529,UT-2,60,MR042123
SB000063,ST000529,UT-3,73,MR042124
SB000063,ST000529,HY,9,MR042125
SB000063,ST000529,FA,11,MR042126
SB000061,ST000530,UT-1,33,MR042127
SB000061,ST000530,UT-2,47,MR042128
SB000061,ST000530,UT-3,14,MR042129
SB000061,ST000530,HY,54,MR042130
SB000061,ST000530,FA,16,MR042131
SB000062,ST000530,UT-1,24,MR042132
SB000062,ST000530,UT-2,53,MR042133
SB000062,ST000530,UT-3,61,MR042134
SB000062,ST000530,HY,19,MR042135
SB000062,ST000530,FA,29,MR042136
SB000063,ST000530,UT-1,5,MR042137
SB000063,ST000530,UT-2,30,MR042138
SB000063,ST000530,UT-3,2,MR042139
SB000063,ST000530,HY,34,MR042140
SB000063,ST000530,FA,20,MR042141
SB000061,ST000531,UT-1,65,MR042142
SB000061,ST000531,UT-2,79,MR042143
SB000061,ST000531,UT-3,61,MR042144
SB000061,ST000531,HY,73,MR042145
SB000061,ST000531,FA,45,MR042146
SB000062,ST000531,UT-1,9,MR042147
SB000062,ST000531,UT-2,80,MR042148
SB000062,ST000531,UT-3,48,MR042149
SB000062,ST000531,HY,51,MR042150
SB000062,ST000531,FA,89,MR042151
SB000063,ST000531,UT-1,34,MR042152
SB000063,ST000531,UT-2,32,MR042153
SB000063,ST000531,UT-3,94,MR042154
SB000063,ST000531,HY,3,MR042155
SB000063,ST000531,FA,88,MR042156
SB000061,ST000532,UT-1,28,MR042157
SB000061,ST000532,UT-2,65,MR042158
SB000061,ST000532,UT-3,65,MR042159
SB000061,ST000532,HY,26,MR042160
SB000061,ST000532,FA,2,MR042161
SB000062,ST000532,UT-1,20,MR042162
SB000062,ST000532,UT-2,35,MR042163
SB000062,ST000532,UT-3,95,MR042164
SB000062,ST000532,HY,34,MR042165
SB000062,ST000532,FA,7,MR042166
SB000063,ST000532,UT-1,39,MR042167
SB000063,ST000532,UT-2,42,MR042168
SB000063,ST000532,UT-3,57,MR042169
SB000063,ST000532,HY,34,MR042170
SB000063,ST000532,FA,17,MR042171
SB000061,ST000533,UT-1,63,MR042172
SB000061,ST000533,UT-2,47,MR042173
SB000061,ST000533,UT-3,49,MR042174
SB000061,ST000533,HY,70,MR042175
SB000061,ST000533,FA,61,MR042176
SB000062,ST000533,UT-1,10,MR042177
SB000062,ST000533,UT-2,90,MR042178
SB000062,ST000533,UT-3,10,MR042179
SB000062,ST000533,HY,9,MR042180
SB000062,ST000533,FA,13,MR042181
SB000063,ST000533,UT-1,91,MR042182
SB000063,ST000533,UT-2,76,MR042183
SB000063,ST000533,UT-3,12,MR042184
SB000063,ST000533,HY,12,MR042185
SB000063,ST000533,FA,47,MR042186
SB000061,ST000534,UT-1,5,MR042187
SB000061,ST000534,UT-2,72,MR042188
SB000061,ST000534,UT-3,35,MR042189
SB000061,ST000534,HY,18,MR042190
SB000061,ST000534,FA,49,MR042191
SB000062,ST000534,UT-1,5,MR042192
SB000062,ST000534,UT-2,31,MR042193
SB000062,ST000534,UT-3,38,MR042194
SB000062,ST000534,HY,34,MR042195
SB000062,ST000534,FA,13,MR042196
SB000063,ST000534,UT-1,7,MR042197
SB000063,ST000534,UT-2,81,MR042198
SB000063,ST000534,UT-3,69,MR042199
SB000063,ST000534,HY,42,MR042200
SB000063,ST000534,FA,29,MR042201
SB000061,ST000535,UT-1,12,MR042202
SB000061,ST000535,UT-2,15,MR042203
SB000061,ST000535,UT-3,1,MR042204
SB000061,ST000535,HY,35,MR042205
SB000061,ST000535,FA,96,MR042206
SB000062,ST000535,UT-1,19,MR042207
SB000062,ST000535,UT-2,84,MR042208
SB000062,ST000535,UT-3,20,MR042209
SB000062,ST000535,HY,40,MR042210
SB000062,ST000535,FA,59,MR042211
SB000063,ST000535,UT-1,42,MR042212
SB000063,ST000535,UT-2,10,MR042213
SB000063,ST000535,UT-3,42,MR042214
SB000063,ST000535,HY,54,MR042215
SB000063,ST000535,FA,9,MR042216
SB000061,ST000536,UT-1,19,MR042217
SB000061,ST000536,UT-2,57,MR042218
SB000061,ST000536,UT-3,94,MR042219
SB000061,ST000536,HY,24,MR042220
SB000061,ST000536,FA,68,MR042221
SB000062,ST000536,UT-1,83,MR042222
SB000062,ST000536,UT-2,15,MR042223
SB000062,ST000536,UT-3,25,MR042224
SB000062,ST000536,HY,86,MR042225
SB000062,ST000536,FA,22,MR042226
SB000063,ST000536,UT-1,50,MR042227
SB000063,ST000536,UT-2,47,MR042228
SB000063,ST000536,UT-3,0,MR042229
SB000063,ST000536,HY,35,MR042230
SB000063,ST000536,FA,97,MR042231
SB000061,ST000537,UT-1,6,MR042232
SB000061,ST000537,UT-2,28,MR042233
SB000061,ST000537,UT-3,61,MR042234
SB000061,ST000537,HY,11,MR042235
SB000061,ST000537,FA,49,MR042236
SB000062,ST000537,UT-1,27,MR042237
SB000062,ST000537,UT-2,54,MR042238
SB000062,ST000537,UT-3,63,MR042239
SB000062,ST000537,HY,72,MR042240
SB000062,ST000537,FA,68,MR042241
SB000063,ST000537,UT-1,92,MR042242
SB000063,ST000537,UT-2,1,MR042243
SB000063,ST000537,UT-3,94,MR042244
SB000063,ST000537,HY,24,MR042245
SB000063,ST000537,FA,59,MR042246
SB000061,ST000538,UT-1,59,MR042247
SB000061,ST000538,UT-2,75,MR042248
SB000061,ST000538,UT-3,1,MR042249
SB000061,ST000538,HY,79,MR042250
SB000061,ST000538,FA,77,MR042251
SB000062,ST000538,UT-1,67,MR042252
SB000062,ST000538,UT-2,57,MR042253
SB000062,ST000538,UT-3,73,MR042254
SB000062,ST000538,HY,30,MR042255
SB000062,ST000538,FA,21,MR042256
SB000063,ST000538,UT-1,33,MR042257
SB000063,ST000538,UT-2,20,MR042258
SB000063,ST000538,UT-3,31,MR042259
SB000063,ST000538,HY,97,MR042260
SB000063,ST000538,FA,24,MR042261
SB000061,ST000539,UT-1,15,MR042262
SB000061,ST000539,UT-2,90,MR042263
SB000061,ST000539,UT-3,44,MR042264
SB000061,ST000539,HY,51,MR042265
SB000061,ST000539,FA,74,MR042266
SB000062,ST000539,UT-1,95,MR042267
SB000062,ST000539,UT-2,31,MR042268
SB000062,ST000539,UT-3,57,MR042269
SB000062,ST000539,HY,64,MR042270
SB000062,ST000539,FA,47,MR042271
SB000063,ST000539,UT-1,63,MR042272
SB000063,ST000539,UT-2,16,MR042273
SB000063,ST000539,UT-3,3,MR042274
SB000063,ST000539,HY,94,MR042275
SB000063,ST000539,FA,76,MR042276
SB000061,ST000540,UT-1,77,MR042277
SB000061,ST000540,UT-2,42,MR042278
SB000061,ST000540,UT-3,14,MR042279
SB000061,ST000540,HY,33,MR042280
SB000061,ST000540,FA,98,MR042281
SB000062,ST000540,UT-1,57,MR042282
SB000062,ST000540,UT-2,27,MR042283
SB000062,ST000540,UT-3,71,MR042284
SB000062,ST000540,HY,51,MR042285
SB000062,ST000540,FA,70,MR042286
SB000063,ST000540,UT-1,73,MR042287
SB000063,ST000540,UT-2,77,MR042288
SB000063,ST000540,UT-3,30,MR042289
SB000063,ST000540,HY,71,MR042290
SB000063,ST000540,FA,33,MR042291
SB000061,ST000541,UT-1,57,MR042292
SB000061,ST000541,UT-2,59,MR042293
SB000061,ST000541,UT-3,87,MR042294
SB000061,ST000541,HY,44,MR042295
SB000061,ST000541,FA,24,MR042296
SB000062,ST000541,UT-1,47,MR042297
SB000062,ST000541,UT-2,27,MR042298
SB000062,ST000541,UT-3,25,MR042299
SB000062,ST000541,HY,99,MR042300
SB000062,ST000541,FA,90,MR042301
SB000063,ST000541,UT-1,31,MR042302
SB000063,ST000541,UT-2,78,MR042303
SB000063,ST000541,UT-3,92,MR042304
SB000063,ST000541,HY,54,MR042305
SB000063,ST000541,FA,93,MR042306
SB000061,ST000542,UT-1,92,MR042307
SB000061,ST000542,UT-2,80,MR042308
SB000061,ST000542,UT-3,63,MR042309
SB000061,ST000542,HY,10,MR042310
SB000061,ST000542,FA,97,MR042311
SB000062,ST000542,UT-1,9,MR042312
SB000062,ST000542,UT-2,50,MR042313
SB000062,ST000542,UT-3,87,MR042314
SB000062,ST000542,HY,64,MR042315
SB000062,ST000542,FA,100,MR042316
SB000063,ST000542,UT-1,79,MR042317
SB000063,ST000542,UT-2,92,MR042318
SB000063,ST000542,UT-3,75,MR042319
SB000063,ST000542,HY,50,MR042320
SB000063,ST000542,FA,51,MR042321
SB000061,ST000543,UT-1,60,MR042322
SB000061,ST000543,UT-2,86,MR042323
SB000061,ST000543,UT-3,45,MR042324
SB000061,ST000543,HY,0,MR042325
SB000061,ST000543,FA,12,MR042326
SB000062,ST000543,UT-1,82,MR042327
SB000062,ST000543,UT-2,49,MR042328
SB000062,ST000543,UT-3,7,MR042329
SB000062,ST000543,HY,69,MR042330
SB000062,ST000543,FA,15,MR042331
SB000063,ST000543,UT-1,90,MR042332
SB000063,ST000543,UT-2,28,MR042333
SB000063,ST000543,UT-3,95,MR042334
SB000063,ST000543,HY,37,MR042335
SB000063,ST000543,FA,36,MR042336
SB000061,ST000544,UT-1,75,MR042337
SB000061,ST000544,UT-2,92,MR042338
SB000061,ST000544,UT-3,19,MR042339
SB000061,ST000544,HY,24,MR042340
SB000061,ST000544,FA,89,MR042341
SB000062,ST000544,UT-1,19,MR042342
SB000062,ST000544,UT-2,29,MR042343
SB000062,ST000544,UT-3,64,MR042344
SB000062,ST000544,HY,57,MR042345
SB000062,ST000544,FA,4,MR042346
SB000063,ST000544,UT-1,37,MR042347
SB000063,ST000544,UT-2,66,MR042348
SB000063,ST000544,UT-3,61,MR042349
SB000063,ST000544,HY,78,MR042350
SB000063,ST000544,FA,54,MR042351
SB000061,ST000545,UT-1,92,MR042352
SB000061,ST000545,UT-2,28,MR042353
SB000061,ST000545,UT-3,66,MR042354
SB000061,ST000545,HY,90,MR042355
SB000061,ST000545,FA,65,MR042356
SB000062,ST000545,UT-1,19,MR042357
SB000062,ST000545,UT-2,42,MR042358
SB000062,ST000545,UT-3,0,MR042359
SB000062,ST000545,HY,59,MR042360
SB000062,ST000545,FA,83,MR042361
SB000063,ST000545,UT-1,94,MR042362
SB000063,ST000545,UT-2,31,MR042363
SB000063,ST000545,UT-3,24,MR042364
SB000063,ST000545,HY,4,MR042365
SB000063,ST000545,FA,99,MR042366
SB000061,ST000546,UT-1,26,MR042367
SB000061,ST000546,UT-2,9,MR042368
SB000061,ST000546,UT-3,84,MR042369
SB000061,ST000546,HY,45,MR042370
SB000061,ST000546,FA,15,MR042371
SB000062,ST000546,UT-1,68,MR042372
SB000062,ST000546,UT-2,14,MR042373
SB000062,ST000546,UT-3,94,MR042374
SB000062,ST000546,HY,40,MR042375
SB000062,ST000546,FA,87,MR042376
SB000063,ST000546,UT-1,61,MR042377
SB000063,ST000546,UT-2,43,MR042378
SB000063,ST000546,UT-3,62,MR042379
SB000063,ST000546,HY,8,MR042380
SB000063,ST000546,FA,69,MR042381
SB000061,ST000547,UT-1,23,MR042382
SB000061,ST000547,UT-2,51,MR042383
SB000061,ST000547,UT-3,56,MR042384
SB000061,ST000547,HY,30,MR042385
SB000061,ST000547,FA,28,MR042386
SB000062,ST000547,UT-1,89,MR042387
SB000062,ST000547,UT-2,79,MR042388
SB000062,ST000547,UT-3,45,MR042389
SB000062,ST000547,HY,42,MR042390
SB000062,ST000547,FA,11,MR042391
SB000063,ST000547,UT-1,14,MR042392
SB000063,ST000547,UT-2,83,MR042393
SB000063,ST000547,UT-3,71,MR042394
SB000063,ST000547,HY,86,MR042395
SB000063,ST000547,FA,80,MR042396
SB000061,ST000548,UT-1,56,MR042397
SB000061,ST000548,UT-2,52,MR042398
SB000061,ST000548,UT-3,10,MR042399
SB000061,ST000548,HY,41,MR042400
SB000061,ST000548,FA,15,MR042401
SB000062,ST000548,UT-1,71,MR042402
SB000062,ST000548,UT-2,98,MR042403
SB000062,ST000548,UT-3,7,MR042404
SB000062,ST000548,HY,77,MR042405
SB000062,ST000548,FA,28,MR042406
SB000063,ST000548,UT-1,18,MR042407
SB000063,ST000548,UT-2,41,MR042408
SB000063,ST000548,UT-3,16,MR042409
SB000063,ST000548,HY,35,MR042410
SB000063,ST000548,FA,49,MR042411
SB000061,ST000549,UT-1,35,MR042412
SB000061,ST000549,UT-2,8,MR042413
SB000061,ST000549,UT-3,64,MR042414
SB000061,ST000549,HY,88,MR042415
SB000061,ST000549,FA,38,MR042416
SB000062,ST000549,UT-1,44,MR042417
SB000062,ST000549,UT-2,81,MR042418
SB000062,ST000549,UT-3,5,MR042419
SB000062,ST000549,HY,49,MR042420
SB000062,ST000549,FA,89,MR042421
SB000063,ST000549,UT-1,30,MR042422
SB000063,ST000549,UT-2,8,MR042423
SB000063,ST000549,UT-3,51,MR042424
SB000063,ST000549,HY,34,MR042425
SB000063,ST000549,FA,27,MR042426
SB000061,ST000550,UT-1,86,MR042427
SB000061,ST000550,UT-2,96,MR042428
SB000061,ST000550,UT-3,88,MR042429
SB000061,ST000550,HY,68,MR042430
SB000061,ST000550,FA,76,MR042431
SB000062,ST000550,UT-1,51,MR042432
SB000062,ST000550,UT-2,99,MR042433
SB000062,ST000550,UT-3,78,MR042434
SB000062,ST000550,HY,29,MR042435
SB000062,ST000550,FA,82,MR042436
SB000063,ST000550,UT-1,80,MR042437
SB000063,ST000550,UT-2,93,MR042438
SB000063,ST000550,UT-3,21,MR042439
SB000063,ST000550,HY,40,MR042440
SB000063,ST000550,FA,67,MR042441
SB000061,ST000551,UT-1,83,MR042442
SB000061,ST000551,UT-2,7,MR042443
SB000061,ST000551,UT-3,62,MR042444
SB000061,ST000551,HY,69,MR042445
SB000061,ST000551,FA,51,MR042446
SB000062,ST000551,UT-1,30,MR042447
SB000062,ST000551,UT-2,63,MR042448
SB000062,ST000551,UT-3,13,MR042449
SB000062,ST000551,HY,18,MR042450
SB000062,ST000551,FA,79,MR042451
SB000063,ST000551,UT-1,84,MR042452
SB000063,ST000551,UT-2,98,MR042453
SB000063,ST000551,UT-3,69,MR042454
SB000063,ST000551,HY,73,MR042455
SB000063,ST000551,FA,0,MR042456
SB000061,ST000552,UT-1,68,MR042457
SB000061,ST000552,UT-2,34,MR042458
SB000061,ST000552,UT-3,65,MR042459
SB000061,ST000552,HY,83,MR042460
SB000061,ST000552,FA,71,MR042461
SB000062,ST000552,UT-1,78,MR042462
SB000062,ST000552,UT-2,4,MR042463
SB000062,ST000552,UT-3,40,MR042464
SB000062,ST000552,HY,18,MR042465
SB000062,ST000552,FA,18,MR042466
SB000063,ST000552,UT-1,51,MR042467
SB000063,ST000552,UT-2,1,MR042468
SB000063,ST000552,UT-3,64,MR042469
SB000063,ST000552,HY,83,MR042470
SB000063,ST000552,FA,74,MR042471
SB000064,ST000553,UT-1,77,MR042472
SB000064,ST000553,UT-2,63,MR042473
SB000064,ST000553,UT-3,57,MR042474
SB000064,ST000553,HY,3,MR042475
SB000064,ST000553,FA,75,MR042476
SB000065,ST000553,UT-1,79,MR042477
SB000065,ST000553,UT-2,10,MR042478
SB000065,ST000553,UT-3,36,MR042479
SB000065,ST000553,HY,96,MR042480
SB000065,ST000553,FA,53,MR042481
SB000066,ST000553,UT-1,24,MR042482
SB000066,ST000553,UT-2,23,MR042483
SB000066,ST000553,UT-3,86,MR042484
SB000066,ST000553,HY,85,MR042485
SB000066,ST000553,FA,6,MR042486
SB000067,ST000553,UT-1,57,MR042487
SB000067,ST000553,UT-2,62,MR042488
SB000067,ST000553,UT-3,71,MR042489
SB000067,ST000553,HY,94,MR042490
SB000067,ST000553,FA,59,MR042491
SB000068,ST000553,UT-1,55,MR042492
SB000068,ST000553,UT-2,94,MR042493
SB000068,ST000553,UT-3,90,MR042494
SB000068,ST000553,HY,65,MR042495
SB000068,ST000553,FA,53,MR042496
SB000064,ST000554,UT-1,8,MR042497
SB000064,ST000554,UT-2,79,MR042498
SB000064,ST000554,UT-3,58,MR042499
SB000064,ST000554,HY,14,MR042500
SB000064,ST000554,FA,34,MR042501
SB000065,ST000554,UT-1,41,MR042502
SB000065,ST000554,UT-2,7,MR042503
SB000065,ST000554,UT-3,12,MR042504
SB000065,ST000554,HY,30,MR042505
SB000065,ST000554,FA,35,MR042506
SB000066,ST000554,UT-1,94,MR042507
SB000066,ST000554,UT-2,78,MR042508
SB000066,ST000554,UT-3,12,MR042509
SB000066,ST000554,HY,51,MR042510
SB000066,ST000554,FA,55,MR042511
SB000067,ST000554,UT-1,7,MR042512
SB000067,ST000554,UT-2,81,MR042513
SB000067,ST000554,UT-3,44,MR042514
SB000067,ST000554,HY,87,MR042515
SB000067,ST000554,FA,20,MR042516
SB000068,ST000554,UT-1,3,MR042517
SB000068,ST000554,UT-2,33,MR042518
SB000068,ST000554,UT-3,63,MR042519
SB000068,ST000554,HY,2,MR042520
SB000068,ST000554,FA,61,MR042521
SB000064,ST000555,UT-1,28,MR042522
SB000064,ST000555,UT-2,62,MR042523
SB000064,ST000555,UT-3,97,MR042524
SB000064,ST000555,HY,60,MR042525
SB000064,ST000555,FA,11,MR042526
SB000065,ST000555,UT-1,23,MR042527
SB000065,ST000555,UT-2,34,MR042528
SB000065,ST000555,UT-3,48,MR042529
SB000065,ST000555,HY,29,MR042530
SB000065,ST000555,FA,95,MR042531
SB000066,ST000555,UT-1,94,MR042532
SB000066,ST000555,UT-2,13,MR042533
SB000066,ST000555,UT-3,65,MR042534
SB000066,ST000555,HY,63,MR042535
SB000066,ST000555,FA,91,MR042536
SB000067,ST000555,UT-1,44,MR042537
SB000067,ST000555,UT-2,48,MR042538
SB000067,ST000555,UT-3,64,MR042539
SB000067,ST000555,HY,0,MR042540
SB000067,ST000555,FA,20,MR042541
SB000068,ST000555,UT-1,81,MR042542
SB000068,ST000555,UT-2,57,MR042543
SB000068,ST000555,UT-3,51,MR042544
SB000068,ST000555,HY,91,MR042545
SB000068,ST000555,FA,11,MR042546
SB000064,ST000556,UT-1,83,MR042547
SB000064,ST000556,UT-2,83,MR042548
SB000064,ST000556,UT-3,79,MR042549
SB000064,ST000556,HY,66,MR042550
SB000064,ST000556,FA,50,MR042551
SB000065,ST000556,UT-1,31,MR042552
SB000065,ST000556,UT-2,58,MR042553
SB000065,ST000556,UT-3,48,MR042554
SB000065,ST000556,HY,97,MR042555
SB000065,ST000556,FA,59,MR042556
SB000066,ST000556,UT-1,61,MR042557
SB000066,ST000556,UT-2,7,MR042558
SB000066,ST000556,UT-3,85,MR042559
SB000066,ST000556,HY,5,MR042560
SB000066,ST000556,FA,50,MR042561
SB000067,ST000556,UT-1,93,MR042562
SB000067,ST000556,UT-2,23,MR042563
SB000067,ST000556,UT-3,94,MR042564
SB000067,ST000556,HY,80,MR042565
SB000067,ST000556,FA,79,MR042566
SB000068,ST000556,UT-1,71,MR042567
SB000068,ST000556,UT-2,23,MR042568
SB000068,ST000556,UT-3,100,MR042569
SB000068,ST000556,HY,12,MR042570
SB000068,ST000556,FA,54,MR042571
SB000064,ST000557,UT-1,18,MR042572
SB000064,ST000557,UT-2,75,MR042573
SB000064,ST000557,UT-3,7,MR042574
SB000064,ST000557,HY,51,MR042575
SB000064,ST000557,FA,50,MR042576
SB000065,ST000557,UT-1,88,MR042577
SB000065,ST000557,UT-2,61,MR042578
SB000065,ST000557,UT-3,86,MR042579
SB000065,ST000557,HY,98,MR042580
SB000065,ST000557,FA,99,MR042581
SB000066,ST000557,UT-1,15,MR042582
SB000066,ST000557,UT-2,14,MR042583
SB000066,ST000557,UT-3,19,MR042584
SB000066,ST000557,HY,91,MR042585
SB000066,ST000557,FA,60,MR042586
SB000067,ST000557,UT-1,38,MR042587
SB000067,ST000557,UT-2,96,MR042588
SB000067,ST000557,UT-3,64,MR042589
SB000067,ST000557,HY,95,MR042590
SB000067,ST000557,FA,5,MR042591
SB000068,ST000557,UT-1,41,MR042592
SB000068,ST000557,UT-2,63,MR042593
SB000068,ST000557,UT-3,62,MR042594
SB000068,ST000557,HY,69,MR042595
SB000068,ST000557,FA,37,MR042596
SB000064,ST000558,UT-1,86,MR042597
SB000064,ST000558,UT-2,83,MR042598
SB000064,ST000558,UT-3,11,MR042599
SB000064,ST000558,HY,96,MR042600
SB000064,ST000558,FA,32,MR042601
SB000065,ST000558,UT-1,1,MR042602
SB000065,ST000558,UT-2,71,MR042603
